incident_id,date,field_id,incident_type,severity,lost_time_flag,days_lost,root_cause,department
HSE-000296,2024-04-15,FIELD-002,Environmental Release,Medium,0,0,Unknown,Facilities
HSE-000297,2024-04-16,FIELD-004,Process Safety Event,Medium,0,0,Human Error,Facilities
HSE-000298,2024-04-24,FIELD-001,First Aid,Low,0,0,Contractor Activity,Operations
HSE-000299,2024-04-25,FIELD-002,Equipment Damage,Medium,0,0,Human Error,Operations
HSE-000300,2024-04-28,FIELD-001,Equipment Damage,Medium,0,0,Environmental Conditions,Operations
HSE-000301,2024-04-29,FIELD-003,Equipment Damage,Medium,0,0,Contractor Activity,Operations
HSE-000302,2024-04-29,FIELD-003,Near Miss,Low,0,0,Equipment Failure,Operations
HSE-000303,2024-05-03,FIELD-004,Vehicle Incident,Medium,0,0,Equipment Failure,Logistics
HSE-000304,2024-05-05,FIELD-002,Injury,Medium,1,3,Unknown,Logistics
HSE-000305,2024-05-07,FIELD-004,Vehicle Incident,High,0,0,Equipment Failure,Logistics
HSE-000306,2024-05-09,FIELD-001,Near Miss,Low,0,0,Environmental Conditions,Operations
HSE-000307,2024-05-09,FIELD-003,Near Miss,Medium,0,0,Equipment Failure,Facilities
HSE-000308,2024-05-12,FIELD-001,Equipment Damage,High,0,0,Unknown,Maintenance
HSE-000309,2024-05-18,FIELD-003,Near Miss,Low,0,0,Inadequate Maintenance,Operations
HSE-000310,2024-05-20,FIELD-003,Near Miss,Low,0,0,Equipment Failure,Operations
HSE-000311,2024-05-20,FIELD-003,Equipment Damage,Medium,0,0,Environmental Conditions,Operations
HSE-000312,2024-05-21,FIELD-002,Process Safety Event,Medium,0,0,Unknown,Operations
HSE-000313,2024-06-05,FIELD-002,Injury,Medium,0,0,Inadequate Maintenance,Operations
HSE-000314,2024-06-05,FIELD-004,Equipment Damage,High,0,0,Inadequate Maintenance,Operations
HSE-000315,2024-06-10,FIELD-001,Near Miss,Low,0,0,Contractor Activity,Facilities
HSE-000316,2024-06-11,FIELD-002,Equipment Damage,Low,0,0,Procedure Not Followed,Maintenance
HSE-000317,2024-06-11,FIELD-003,Injury,Low,0,0,Human Error,Operations
HSE-000318,2024-06-14,FIELD-004,Equipment Damage,Low,0,0,Unknown,Maintenance
HSE-000319,2024-06-16,FIELD-001,Environmental Release,Medium,0,0,Equipment Failure,Facilities
HSE-000320,2024-06-18,FIELD-001,Equipment Damage,Low,0,0,Environmental Conditions,Maintenance
HSE-000321,2024-06-19,FIELD-001,Equipment Damage,Medium,0,0,Contractor Activity,Operations
HSE-000322,2024-06-20,FIELD-001,Injury,Low,0,0,Inadequate Maintenance,Maintenance
HSE-000323,2024-06-20,FIELD-002,Near Miss,Low,0,0,Equipment Failure,Operations
HSE-000324,2024-06-22,FIELD-002,First Aid,Low,0,0,Environmental Conditions,Maintenance
HSE-000325,2024-06-29,FIELD-001,Environmental Release,Low,0,0,Contractor Activity,Facilities
HSE-000326,2024-07-02,FIELD-002,Vehicle Incident,Low,0,0,Unknown,Logistics
HSE-000327,2024-07-02,FIELD-003,Injury,Low,0,0,Procedure Not Followed,Logistics
HSE-000328,2024-07-05,FIELD-003,First Aid,Low,0,0,Human Error,Operations
HSE-000329,2024-07-06,FIELD-003,Vehicle Incident,Medium,0,0,Equipment Failure,Logistics
HSE-000330,2024-07-07,FIELD-004,Vehicle Incident,Medium,0,0,Contractor Activity,Logistics
HSE-000331,2024-07-12,FIELD-004,Near Miss,Medium,0,0,Equipment Failure,Operations
HSE-000332,2024-07-15,FIELD-003,Environmental Release,Medium,0,0,Human Error,Operations
HSE-000333,2024-07-16,FIELD-003,Near Miss,Low,0,0,Human Error,Maintenance
HSE-000334,2024-07-17,FIELD-004,Near Miss,High,0,0,Unknown,Operations
HSE-000335,2024-07-17,FIELD-004,Equipment Damage,Low,0,0,Procedure Not Followed,Maintenance
HSE-000336,2024-07-17,FIELD-004,Equipment Damage,Medium,0,0,Procedure Not Followed,Maintenance
HSE-000337,2024-07-19,FIELD-001,Equipment Damage,Low,0,0,Human Error,Maintenance
HSE-000338,2024-07-21,FIELD-001,Process Safety Event,Low,0,0,Inadequate Maintenance,Facilities
HSE-000339,2024-07-25,FIELD-002,Equipment Damage,Low,0,0,Unknown,Operations
HSE-000340,2024-07-25,FIELD-002,First Aid,Low,0,0,Equipment Failure,Operations
HSE-000341,2024-07-26,FIELD-002,Injury,Critical,1,2,Inadequate Maintenance,Logistics
HSE-000342,2024-07-26,FIELD-003,Equipment Damage,Medium,0,0,Equipment Failure,Maintenance
HSE-000343,2024-07-29,FIELD-002,Environmental Release,Medium,0,0,Unknown,Operations
HSE-000344,2024-07-31,FIELD-001,Near Miss,Low,0,0,Inadequate Maintenance,Maintenance
HSE-000345,2024-08-04,FIELD-004,First Aid,Low,0,0,Human Error,Maintenance
HSE-000346,2024-08-06,FIELD-002,Equipment Damage,Medium,0,0,Equipment Failure,Operations
HSE-000347,2024-08-07,FIELD-001,Environmental Release,Medium,0,0,Environmental Conditions,Facilities
HSE-000348,2024-08-08,FIELD-003,First Aid,Medium,0,0,Environmental Conditions,Operations
HSE-000349,2024-08-11,FIELD-001,Near Miss,Low,0,0,Procedure Not Followed,Maintenance
HSE-000350,2024-08-24,FIELD-001,Environmental Release,Low,0,0,Equipment Failure,Facilities
HSE-000351,2024-08-29,FIELD-003,Injury,High,0,0,Unknown,Logistics
HSE-000352,2024-09-08,FIELD-004,Equipment Damage,Critical,0,0,Equipment Failure,Maintenance
HSE-000353,2024-09-09,FIELD-001,First Aid,Medium,0,0,Human Error,Operations
HSE-000354,2024-09-11,FIELD-002,Environmental Release,High,0,0,Human Error,Operations
HSE-000355,2024-09-21,FIELD-003,Injury,Critical,1,4,Equipment Failure,Operations
HSE-000356,2024-09-26,FIELD-002,First Aid,Low,0,0,Unknown,Maintenance
HSE-000357,2024-09-27,FIELD-004,Near Miss,Medium,0,0,Equipment Failure,Facilities
HSE-000358,2024-09-30,FIELD-003,Near Miss,Low,0,0,Environmental Conditions,Operations
HSE-000359,2024-10-02,FIELD-002,Near Miss,Low,0,0,Unknown,Facilities
HSE-000360,2024-10-03,FIELD-002,Environmental Release,Medium,0,0,Procedure Not Followed,Operations
HSE-000361,2024-10-06,FIELD-001,First Aid,Low,0,0,Human Error,Operations
HSE-000362,2024-10-06,FIELD-002,First Aid,Medium,0,0,Inadequate Maintenance,Maintenance
HSE-000363,2024-10-09,FIELD-001,First Aid,Low,0,0,Human Error,Operations
HSE-000364,2024-10-10,FIELD-004,First Aid,Low,0,0,Unknown,Operations
HSE-000365,2024-10-17,FIELD-001,Injury,Medium,0,0,Equipment Failure,Operations
HSE-000366,2024-10-19,FIELD-002,First Aid,Low,0,0,Human Error,Maintenance
HSE-000367,2024-10-22,FIELD-004,Process Safety Event,Medium,0,0,Equipment Failure,Facilities
HSE-000368,2024-10-24,FIELD-001,Vehicle Incident,Medium,0,0,Human Error,Logistics
HSE-000369,2024-10-27,FIELD-001,First Aid,Low,0,0,Environmental Conditions,Maintenance
HSE-000370,2024-10-30,FIELD-002,Equipment Damage,Medium,0,0,Environmental Conditions,Maintenance
HSE-000371,2024-10-31,FIELD-001,Injury,Medium,1,8,Human Error,Logistics
HSE-000372,2024-11-12,FIELD-002,Equipment Damage,Critical,0,0,Contractor Activity,Maintenance
HSE-000373,2024-11-13,FIELD-002,Environmental Release,High,0,0,Equipment Failure,Facilities
HSE-000374,2024-11-15,FIELD-004,Near Miss,Low,0,0,Human Error,Facilities
HSE-000375,2024-11-20,FIELD-001,First Aid,Medium,0,0,Unknown,Operations
HSE-000376,2024-11-24,FIELD-003,Environmental Release,Medium,0,0,Unknown,Operations
HSE-000377,2024-11-25,FIELD-003,Equipment Damage,Medium,0,0,Environmental Conditions,Operations
HSE-000378,2024-11-27,FIELD-003,First Aid,Low,0,0,Equipment Failure,Operations
HSE-000379,2024-11-28,FIELD-004,Injury,High,1,5,Procedure Not Followed,Logistics
HSE-000380,2024-11-29,FIELD-003,First Aid,Low,0,0,Equipment Failure,Operations
HSE-000381,2024-12-08,FIELD-002,Near Miss,Low,0,0,Unknown,Operations
HSE-000382,2024-12-08,FIELD-002,Equipment Damage,High,0,0,Human Error,Operations
HSE-000383,2024-12-15,FIELD-002,Equipment Damage,Medium,0,0,Human Error,Operations
HSE-000384,2024-12-16,FIELD-002,Near Miss,Medium,0,0,Procedure Not Followed,Facilities
HSE-000385,2024-12-19,FIELD-002,Equipment Damage,Low,0,0,Equipment Failure,Maintenance
HSE-000386,2024-12-19,FIELD-003,Environmental Release,Medium,0,0,Human Error,Facilities
HSE-000387,2024-12-20,FIELD-002,Environmental Release,Critical,0,0,Equipment Failure,Facilities
HSE-000388,2024-12-22,FIELD-004,Process Safety Event,Medium,0,0,Human Error,Operations
HSE-000389,2024-12-23,FIELD-001,First Aid,Medium,0,0,Inadequate Maintenance,Operations
HSE-000390,2024-12-24,FIELD-002,Vehicle Incident,Medium,0,0,Equipment Failure,Logistics
HSE-000391,2024-12-25,FIELD-004,Near Miss,Low,0,0,Contractor Activity,Maintenance
HSE-000392,2024-12-27,FIELD-001,First Aid,Medium,0,0,Procedure Not Followed,Maintenance
HSE-000393,2024-12-27,FIELD-004,Near Miss,Medium,0,0,Equipment Failure,Operations
HSE-000394,2024-12-30,FIELD-001,Injury,Medium,0,0,Human Error,Logistics
